platform,connection_type,avg_jitter_ms,avg_rtt_ms,packet_loss_pct,simulcast_layers_active,simulcast_layers_total,layer_switches,architecture,architecture_confidence,inbound_ssrcs,outbound_ssrcs,simulcast_in_sdp
slack,TURN RELAY (restricted network),9.87,30.82,0.0033,1,1,0,SFU (Selective Forwarding Unit),Medium-High,2,1,False
