ssrc,role,codec,resolution,avg_fps,total_mb,avg_kbps,peak_kbps,nack_count,pli_count,quality_limitation,static_intervals_pct
612647908,PRIMARY,video/H264,N/A,0,0.0,0,0,0,0,none,100.0
