snapshot,timestamp_ms,elapsed_s,consent_requests_sent,consent_increment,requests_sent,responses_received,current_rtt_ms,avg_rtt_ms,available_outgoing_kbps,bytes_sent,bytes_received
392,1770563795820.103,417.44,164,0,165,165,31.0,30.82,117,2411141,28608672
393,1770563796822.051,418.44,165,1,166,166,31.0,30.82,117,2419263,28817989
394,1770563797821.491,419.44,165,0,166,166,31.0,30.82,120,2427377,29027504
395,1770563798822.052,420.44,165,0,166,166,31.0,30.82,120,2432928,29233165
396,1770563799820.393,421.44,166,1,167,167,31.0,30.82,120,2441031,29440538
397,1770563800821.214,422.44,166,0,167,167,31.0,30.82,120,2448935,29647083
398,1770563801821.292,423.44,166,0,167,167,31.0,30.82,120,2456856,29856491
399,1770563802821.21,424.44,167,1,168,168,31.0,30.82,94,2463859,30064188
400,1770563803821.247,425.44,167,0,168,168,31.0,30.82,94,2470167,30273272
401,1770563804828.303,426.45,167,0,168,168,31.0,30.82,99,2478114,30483147
402,1770563805828.615,427.45,168,1,169,169,31.0,30.82,104,2485913,30690801
403,1770563806828.465,428.45,168,0,169,169,31.0,30.82,104,2490967,30897916
404,1770563807820.629,429.44,169,1,170,170,31.0,30.82,104,2496334,31104830
405,1770563808827.636,430.44,169,0,170,170,31.0,30.82,114,2501274,31313247
406,1770563809820.817,431.44,169,0,170,170,31.0,30.82,114,2508376,31519440
407,1770563810822.826,432.44,170,1,171,171,31.0,30.82,114,2516309,31729319
408,1770563811819.651,433.44,170,0,171,171,31.0,30.82,114,2522209,31936530
409,1770563812822.739,434.44,170,0,171,171,31.0,30.82,98,2527333,32144469
410,1770563813820.791,435.44,171,1,172,172,31.0,30.82,98,2532196,32352513
411,1770563814821.211,436.44,171,0,172,172,31.0,30.82,98,2538266,32560965
412,1770563815819.933,437.44,172,1,173,173,31.0,30.82,103,2546394,32768741
413,1770563816821.214,438.44,172,0,173,173,31.0,30.82,105,2554250,32978708
414,1770563817820.126,439.44,172,0,173,173,31.0,30.82,105,2562540,33188260
415,1770563818819.481,440.44,173,1,174,174,31.0,30.82,116,2569088,33395296
416,1770563819820.113,441.44,173,0,174,174,31.0,30.82,116,2576691,33604187
417,1770563820829.065,442.45,173,0,174,174,31.0,30.82,116,2584465,33813883
418,1770563821827.745,443.45,174,1,175,175,31.0,30.82,116,2591782,34025427
419,1770563822819.864,444.44,174,0,175,175,31.0,30.82,103,2597201,34228163
420,1770563823828.459,445.45,174,0,175,175,31.0,30.82,103,2602149,34437654
421,1770563824827.381,446.44,175,1,176,176,31.0,30.82,103,2607253,34646784
422,1770563825820.217,447.44,175,0,176,176,31.0,30.82,103,2612289,34852543
423,1770563826827.604,448.44,176,1,177,177,31.0,30.82,103,2617309,35061381
424,1770563827821.29,449.44,176,0,177,177,31.0,30.82,107,2623592,35268601
425,1770563828821.459,450.44,176,0,177,177,31.0,30.82,108,2631500,35478715
426,1770563829828.399,451.45,177,1,178,178,31.0,30.82,109,2637614,35688069
427,1770563830828.506,452.45,177,0,178,178,31.0,30.82,109,2642846,35896414
428,1770563831821.257,453.44,177,0,178,178,31.0,30.82,109,2647983,36101861
429,1770563832821.469,454.44,178,1,179,179,31.0,30.82,109,2652869,36310358
430,1770563833821.265,455.44,178,0,179,179,31.0,30.82,109,2657739,36517131
431,1770563834820.265,456.44,179,1,180,180,31.0,30.82,109,2662609,36724500
432,1770563835827.787,457.45,179,0,180,180,31.0,30.82,109,2667491,36934731
433,1770563836827.487,458.44,179,0,180,180,31.0,30.82,109,2672437,37143771
434,1770563837821.251,459.44,180,1,181,181,31.0,30.82,100,2677621,37350362
435,1770563838828.092,460.45,180,0,181,181,31.0,30.82,100,2682744,37559180
436,1770563839821.265,461.44,180,0,181,181,31.0,30.82,100,2688919,37766125
437,1770563840828.205,462.45,181,1,182,182,31.0,30.82,101,2696810,37976284
438,1770563841819.396,463.44,181,0,182,182,31.0,30.82,106,2704937,38185926
439,1770563842828.739,464.45,181,0,182,182,31.0,30.82,106,2713202,38392697
440,1770563843821.154,465.44,182,1,183,183,31.0,30.83,123,2721119,38597181
441,1770563844821.49,466.44,182,0,183,183,31.0,30.83,123,2726329,38805096
442,1770563845820.327,467.44,183,1,184,184,31.0,30.83,123,2731393,39011475
443,1770563846817.946,468.44,183,0,184,184,31.0,30.83,123,2736517,39219608
444,1770563847819.384,469.44,183,0,184,184,31.0,30.83,123,2741863,39429002
445,1770563848828.063,470.45,184,1,185,185,31.0,30.83,123,2747154,39637655
446,1770563849819.387,471.44,184,0,185,185,31.0,30.83,123,2755362,39844920
447,1770563850828.347,472.45,184,0,185,185,31.0,30.83,123,2763285,40055226
448,1770563851819.902,473.44,185,1,186,186,31.0,30.83,123,2771359,40262184
449,1770563852828.647,474.45,185,0,186,186,31.0,30.83,123,2779533,40472080
450,1770563853820.533,475.44,185,0,186,186,31.0,30.83,115,2786708,40676856
451,1770563854828.478,476.45,186,1,187,187,31.0,30.82,115,2794229,40891127
452,1770563855821.182,477.44,186,0,187,187,31.0,30.82,115,2799361,41094628
453,1770563856828.936,478.45,187,1,188,188,31.0,30.82,115,2804576,41307942
454,1770563857821.184,479.44,187,0,188,188,31.0,30.82,115,2809716,41512418
455,1770563858821.186,480.44,187,0,188,188,31.0,30.82,117,2814658,41720749
456,1770563859821.178,481.44,188,1,189,189,31.0,30.83,117,2819592,41926932
457,1770563860821.191,482.44,188,0,189,189,31.0,30.83,117,2824502,42134814
458,1770563861820.672,483.44,188,0,189,189,31.0,30.83,117,2829625,42342095
459,1770563862826.58,484.44,189,1,190,190,31.0,30.83,117,2835088,42550858
460,1770563863820.78,485.44,189,0,190,190,31.0,30.83,122,2839997,42758519
461,1770563864828.648,486.45,190,1,191,191,31.0,30.83,122,2844994,42968160
462,1770563865820.503,487.44,190,0,191,191,31.0,30.83,122,2852919,43173371
463,1770563866829.355,488.45,190,0,191,191,31.0,30.83,122,2860907,43383357
464,1770563867819.817,489.44,191,1,192,192,31.0,30.83,122,2867666,43589197
465,1770563868828.541,490.45,191,0,192,192,31.0,30.83,110,2874239,43799641
466,1770563869820.715,491.44,191,0,192,192,31.0,30.83,110,2879226,44005389
467,1770563870826.277,492.44,192,1,193,193,31.0,30.82,110,2884235,44215631
468,1770563871820.074,493.44,192,0,193,193,31.0,30.82,110,2888931,44421039
469,1770563872821.274,494.44,192,0,193,193,31.0,30.82,110,2895436,44629014
470,1770563873819.244,495.44,193,1,194,194,31.0,30.82,109,2902857,44837966
471,1770563874821.235,496.44,193,0,194,194,31.0,30.82,109,2907901,45046704
472,1770563875821.193,497.44,194,1,195,195,31.0,30.83,109,2912787,45253949
473,1770563876825.477,498.44,194,0,195,195,31.0,30.83,109,2919338,45462652
474,1770563877828.468,499.45,194,0,195,195,31.0,30.83,109,2927671,45671004
475,1770563878829.559,500.45,195,1,196,196,31.0,30.82,121,2935611,45880214
476,1770563879829.504,501.45,195,0,196,196,31.0,30.82,121,2942709,46087821
477,1770563880827.8,502.45,195,0,196,196,31.0,30.82,121,2947788,46294957
478,1770563881820.551,503.44,196,1,197,197,31.0,30.82,121,2955415,46502455
479,1770563882830.089,504.45,196,0,197,197,31.0,30.82,121,2961657,46714413
480,1770563883820.07,505.44,196,0,197,197,31.0,30.82,120,2967262,46920043
481,1770563884829.524,506.45,197,1,198,198,31.0,30.82,120,2972349,47131031
482,1770563885821.259,507.44,197,0,198,198,31.0,30.82,120,2977353,47335062
483,1770563886828.534,508.45,198,1,199,199,31.0,30.82,120,2982347,47546146
484,1770563887821.266,509.44,198,0,199,199,31.0,30.82,120,2987381,47752884
485,1770563888821.442,510.44,198,0,199,199,31.0,30.82,105,2992529,47960259
486,1770563889821.214,511.44,199,1,200,200,31.0,30.83,105,2997399,48168658
487,1770563890821.339,512.44,199,0,200,200,31.0,30.83,105,3002261,48375697
488,1770563891821.17,513.44,199,0,200,200,31.0,30.83,105,3007227,48585348
489,1770563892827.569,514.44,200,1,201,201,31.0,30.83,105,3012664,48795083
490,1770563893820.423,515.44,200,0,201,201,31.0,30.83,122,3021027,49001983
491,1770563894828.17,516.45,201,1,202,202,31.0,30.82,122,3028908,49212197
492,1770563895820.024,517.44,201,0,202,202,31.0,30.82,122,3036924,49418700
493,1770563896826.199,518.44,201,0,202,202,31.0,30.82,122,3042371,49627688
494,1770563897821.806,519.44,202,1,203,203,31.0,30.82,122,3047669,49834993
495,1770563898830.258,520.45,202,0,203,203,31.0,30.82,107,3052971,50045842
496,1770563899820.127,521.44,202,0,203,203,31.0,30.82,107,3057969,50251711
497,1770563900828.385,522.45,203,1,204,204,31.0,30.82,107,3063149,50460511
498,1770563901821.161,523.44,203,0,204,204,31.0,30.82,107,3068017,50666970
499,1770563902821.427,524.44,203,0,204,204,31.0,30.82,107,3073117,50875099
500,1770563903821.386,525.44,204,1,205,205,31.0,30.82,123,3078475,51083645
501,1770563904821.449,526.44,204,0,205,205,31.0,30.82,123,3083639,51293604
502,1770563905820.425,527.44,205,1,206,206,31.0,30.82,123,3091793,51500449
503,1770563906821.146,528.44,205,0,206,206,31.0,30.82,123,3097094,51709612
504,1770563907821.463,529.44,205,0,206,206,31.0,30.82,123,3102320,51917305
505,1770563908828.421,530.45,206,1,207,207,31.0,30.82,122,3109809,52127135
506,1770563909819.149,531.44,206,0,207,207,31.0,30.82,122,3117925,52333493
507,1770563910827.937,532.45,206,0,207,207,31.0,30.82,122,3123470,52542824
508,1770563911820.8,533.44,207,1,208,208,31.0,30.82,122,3128384,52750500
509,1770563912831.206,534.45,207,0,208,208,31.0,30.82,122,3133385,52959600
510,1770563913822.153,535.44,208,1,209,209,31.0,30.82,105,3138501,53166561
511,1770563914830.744,536.45,208,0,209,209,31.0,30.82,105,3143527,53377965
512,1770563915827.255,537.44,208,0,209,209,31.0,30.82,105,3148729,53586825
513,1770563916826.385,538.44,209,1,210,210,31.0,30.82,105,3156680,53792950
514,1770563917829.65,539.45,209,0,210,210,31.0,30.82,105,3164733,54004749
515,1770563918822.54,540.44,209,0,210,210,31.0,30.82,121,3172926,54208831
516,1770563919831.69,541.45,210,1,211,211,31.0,30.82,121,3180870,54418500
517,1770563920820.811,542.44,210,0,211,211,31.0,30.82,121,3187846,54623382
518,1770563921823.075,543.44,210,0,211,211,31.0,30.82,121,3195005,54831332
519,1770563922829.716,544.45,211,1,212,212,31.0,30.82,121,3203048,55043562
520,1770563923826.269,545.44,211,0,212,212,31.0,30.82,125,3209426,55250107
521,1770563924829.755,546.45,212,1,213,213,31.0,30.82,125,3215258,55460765
522,1770563925830.313,547.45,212,0,213,213,31.0,30.82,125,3221193,55669766
523,1770563926828.667,548.45,212,0,213,213,31.0,30.82,125,3226987,55877686
524,1770563927820.031,549.44,213,1,214,214,31.0,30.82,125,3234152,56084251
525,1770563928826.228,550.44,213,0,214,214,31.0,30.82,123,3239630,56293054
526,1770563929823.054,551.44,213,0,214,214,31.0,30.82,123,3244826,56499445
527,1770563930818.149,552.44,214,1,215,215,31.0,30.82,123,3249770,56705611
528,1770563931826.134,553.44,214,0,215,215,31.0,30.82,123,3255223,56916086
529,1770563932820.07,554.44,214,0,215,215,31.0,30.82,123,3261117,57121129
530,1770563933829.85,555.45,215,1,216,216,31.0,30.81,119,3267576,57335245
531,1770563934827.041,556.44,215,0,216,216,31.0,30.81,119,3275477,57539415
532,1770563935830.9,557.45,216,1,217,217,31.0,30.82,119,3282575,57747777
533,1770563936829.991,558.45,216,0,217,217,31.0,30.82,119,3289829,57955365
534,1770563937830.026,559.45,216,0,217,217,31.0,30.82,119,3297921,58163856
535,1770563938828.16,560.45,217,1,218,218,31.0,30.82,118,3305512,58371379
536,1770563939826.083,561.44,217,0,218,218,31.0,30.82,118,3311548,58579275
537,1770563940830.164,562.45,217,0,218,218,31.0,30.82,118,3316362,58787554
538,1770563941829.204,563.45,218,1,219,219,31.0,30.82,118,3321280,58993919
539,1770563942823.075,564.44,218,0,219,219,31.0,30.82,118,3326254,59199874
540,1770563943822.481,565.44,219,1,220,220,31.0,30.82,121,3331442,59410463
541,1770563944824.027,566.44,219,0,220,220,31.0,30.82,121,3337998,59618011
542,1770563945821.866,567.44,219,0,220,220,31.0,30.82,121,3345003,59829009
543,1770563946828.759,568.45,220,1,221,221,31.0,30.82,121,3350211,60036740
544,1770563947818.258,569.44,220,0,221,221,31.0,30.82,121,3355175,60242917
545,1770563948818.263,570.44,220,0,221,221,31.0,30.82,119,3360524,60448804
546,1770563949829.024,571.45,221,1,222,222,31.0,30.82,119,3365781,60658459
547,1770563950820.523,572.44,221,0,222,222,31.0,30.82,119,3370869,60865444
548,1770563951829.504,573.45,221,0,222,222,31.0,30.82,119,3377643,61073942
549,1770563952823.976,574.44,222,1,223,223,31.0,30.82,119,3384918,61282347
550,1770563953818.698,575.44,222,0,223,223,31.0,30.82,120,3392025,61489352
551,1770563954828.606,576.45,223,1,224,224,31.0,30.82,120,3397037,61698076
552,1770563955823.091,577.44,223,0,224,224,31.0,30.82,120,3402905,61905816
